rxnid	ecnum	substrates	products
193216	2.8.3.6	70 257199 	107527 72 
193253	3.1.4.57	100601 13 	115 6474 
193267	1.14.19.f	4 41337 75 	257255 13 
193284	2.7.8.7	2050 	388 115738 
193292	1.1.1.296	245 48776 	4 184 48777 
193333		3570 4 132325 	132326 21 172 
193394		483 4 	483 4 
193427	2.6.1.85	2534 64283 	342 96778 
193451	1.3.1.72	4 60949 233 	286 15998 
193452	1.1.1.195	59696 286 	4 233 13567 
193497		0 57882 	257521 4 5 
193523	4.4.1.14	42310 	230192 70443 
193565	1.3.99.12	2533 954 	20885 1175 
193641	2.1.2.-	849 7 23645 	115 4 45 23646 
193644	1.14.99.-	19954 75 	197959 257693 
193786	3.2.1.85	257842 13 	255008 734 
193820	2.8.3.-	8229 72 	19755 2047 
193994	4.1.1.33	7 246763 	115 21 45 30 
194006	6.3.2.2	72884 5765 25599 	115 4 5769 
194033	2.1.1.201	0 258126 	103859 4 5 
194060		65464 	65464 
194110	5.5.1.8	18860 	106592 
194122		266 191 	266 191 
194140	1.14.19.f	4 41337 75 	258228 13 
194170	2.3.1.-	258266 186 	4 258267 172 
194254	1.3.1.94	34521 286 	4 155381 233 
194397	4.4.1.-	4 84715 	4217 97710 
194502	2.3.1.-	3570 4 233 186 	21 29387 172 13 286 
194643	1.3.8.1	2546 4 43710 	2544 668 
194671	2.7.1.15	7 198585 	6474 45 
194680	2.4.1.17	101993 557 	258862 559 
194862		196137 	238224 39542 
194893	3.5.2.7	256473 13 	72037 
195044	2.7.8.26	10350 10351 	10352 9826 4 741 
195078	4.2.3.44	254365 	85137 10 
195111	6.3.4.21	21635 7 28045 13 	115 10 78749 45 
195164	1.14.13.-	168192 4 184 75 	75538 245 13 
195189		147910 233 75 	259416 13 286 
195197	6.3.4.5	7 51401 7626 	9 10 51402 
195210	2.4.1.301	26144 602 	259440 4 559 
195267	2.7.2.11	342 7 	29344 45 
195324	2.5.1.74	4 141558 125099 	21 10 151727 
195419	1.1.1.-	209 286 	4 233 209823 
195426		3777 4 184 75 	245 1816 266 13 
195496	4.1.1.76	259726 	21 19755 
195556	4.1.99.18	5290 	107092 10 
195599	2.7.1.83	7 259832 	4 179134 45 
195647	3.6.1.52	63201 13 	56081 115 4 
195698		259940 52783 	259941 62910 
195702	4.1.1.86	4 727 	21 11454 
195717	6.3.5.2	63718 454 7 13 	9826 4 342 9 10 
195732	1.5.1.12	2386 50134 13 	2386 50135 
195748		4920 110 	4920 110 
195765		338 4 	338 4 
195860	2.1.1.-	56981 687 	58561 2861 
195882	6.4.1.3	3569 8229 7 	115 4 260121 45 
195899	3.1.7.2	90813 13 	4 10 476 
195936		736 155 	736 155 
196000	6.3.2.5	89875 131 20248 	4 10 154367 221 
196070	3.1.2.26	260314 13 	4 26152 172 
196164	4.2.1.147	2149 13 	16792 1816 
196211	2.5.1.17	30599 7 	738 4 14996 30599 
196311	6.2.1.15	5120 2050 6956 	5121 275 10 
196398		15064 	15064 
196421	3.5.4.-	13 140940 	217 260671 
196454	4.1.3.27	60930 70312 	7157 5767 170 
196479	4.2.3.6	66 	260739 10 
196514		53138 1811 	53138 1811 
196609		7 260891 172 	115 45 260892 
196698	1.14.13.151	4 184 75 31470 	245 260987 13 
196707	2.7.1.30	5120 1426 	27671 20441 
196764	4.2.3.71	66 	10 261049 
196827	4.1.1.49	7 696 	4 21 1561 45 
196839		4 26152 	4 26152 
196875		158878 	261157 
196946		1042 261237 	261238 10 
197021		4 93 	4 93 
197128	2.4.1.-	7157 602 	261416 559 
197135	3.6.1.-	205301 13 	116690 4 10 
197160		40003 4 	40003 4 
197270	3.1.3.10	145 13 	115 
197311	2.7.7.-	261602 4 5290 	261603 10 
197323	2.3.1.21	53351 137672 	2050 87194 
197335	1.1.1.90	93393 245 	186120 1054 
197379	2.4.1.-	261682 602 	261683 559 
197597		245 9868 	4 184 233982 
197622	3.5.99.5	261959 4 13 	120 261960 
197735		261959 4 13 	120 8541 
197897	2.6.1.50	85890 454 	452 137373 
197933	1.1.1.-	238224 4 233 	262310 286 
197942	6.3.5.5	3569 454 7 13 	115 4 342 8969 45 
198071	3.2.2.4	9 13 	15829 282 6474 
198079		245 	16098 262470 
198260	2.4.2.9	10 149807 	52016 325 
198278	2.7.7.37	104768 4 1804 	98840 10 
198283	2.5.1.18	65078 1770 	262709 4 765 
198315	3.5.1.101	4 262744 13 	49012 120 
198337		108327 13 	115 2245 
198344	4.2.1.126	13 160845 	752 2365 
198353	2.7.7.78	115 474 	145 4 476 
198465	4.2.3.78	66 	262909 10 
198469	4.6.1.1	5120 	262912 10 
198502	3.6.3.-	7 13 262953 	115 4 262953 45 
198555		4 7 28827 33708 	263014 9 10 620 
198565		13 43326 	1379 4 9 
198571		115 91656 	28288 325 
198634	2.1.1.195	263103 687 	4 2861 105198 
198646		108960 7 13 	108960 115 45 
198817	2.7.1.167	7 263321 	4 45 263322 
198961	1.13.11.2	25977 75 	4 263470 
198969	5.3.3.2	1042 	1042 
198970	4.2.1.12	206621 	85012 13 
199011	2.7.7.15	1072 131 4 	10 220 
199068	2.1.1.101	0 206263 	162320 4 5 
199082	1.14.13.161	4 233 32009 75 	263600 13 286 
199236	4.2.1.-	148530 	10105 13 
199266	2.9.1.1	2224 	115 
199277	2.3.1.-	2050 164417 	3296 38019 
199298	6.1.1.3	8704 7 	9 10 
199305		4 19755 	4 19755 
199372	2.4.1.182	145793 17157 	4 15928 53789 
199386		1275 	52580 
199642	2.1.1.-	0 24739 	24740 5 
199661	1.14.13.-	249010 4 233 75 	264215 13 286 
199798	1.1.1.24	245 1303 	4 184 1306 
199833	2.4.1.-	2274 191368 	172896 476 
199846	3.1.2.3	70 13 	4 72 172 
199849	1.2.1.11	115 1158 286 	264403 233 
199882	3.1.3.-	233 13 	115 1054 
199899	2.3.1.-	8 186 	4 58901 172 
199953	5.5.1.18	254438 	264506 
200012	2.4.1.-	602 264570 	4 559 264571 
200022	2.3.1.29	55 186 	264581 4 172 
200039	6.1.1.16	7 33708 	9 10 
200088	2.6.1.96	170 9642 	135 620 
200168	3.2.1.147	4 264744 13 	100 264745 
200281	1.2.1.19	2386 108363 13 	2386 4 9642 
200297	2.7.7.9	145 4 1804 	602 10 
200340	3.2.1.70	13 	3092 
200353	6.1.1.3	8704 4 7 	9 10 
200360	6.2.1.40	6033 7 172 	43287 9 10 
200478	2.4.2.8	52016 191 	189140 10 
200503	5.3.1.28	185806 	263321 
200589	1.3.1.-	4 233 265166 	265167 286 
200591	2.7.6.5	7 476 	9 90813 
200605	2.4.1.73	31532 111615 	265175 4 559 
200655	2.4.2.28	115 70443 	204955 282 
200674		36064 	36064 
200719	4.2.1.104	3569 80532 	21 3006 
200832	4.1.1.55	4 265427 	1152 21 
200905		175642 	175642 
200920	2.4.2.-	115 105295 	2176 28288 
200937		4 265534 	10824 13 
201051		245 110 	4 184 345 
201080	1.10.3.1	42857 75 	13 265691 
201129	2.5.1.31	66299 30 	4 216811 10 
201171		7 200248 13 	115 200248 45 
201178	3.1.4.44	13 265802 	16160 209 4 
201266	3.1.1.32	13 14 	17 4 4924 
201293		201346 233 75 	201347 13 286 
201320		370 4 	370 4 
201323	1.14.13.122	4 233 75 5902 	265938 13 286 
201372	4.2.3.9	66 	10 265977 
201405	2.4.1.271	5369 602 	266021 559 
201482		4 234981 	152948 
201554	1.1.1.23	21605 245 	4 202109 1054 
201652	6.2.1.-	4 7 266296 172 	9 10 5405 
201816	6.3.2.14	13137 326 7 	4 27256 9 10 
201847	2.1.1.-	0 266501 	266502 4 5 
201851	3.5.4.10	133376 13 	8367 
201953	3.5.1.4	71005 13 	32592 4 217 
201958	2.5.1.17	4581 7 	738 14996 
202022	1.1.1.81	45297 286 	4 647 233 
202076	2.3.1.176	2050 266726 	4 8229 240198 
202100	2.4.1.292	64400 6049 156385 	266740 4 559 
202103	2.7.1.1	7 271 	4 460 45 
202104	1.3.-.-	4 96319 	266743 
202132	1.2.1.3	245 26473 13 	64608 1054 
202138		239735 233 75 	266780 13 286 
202185	5.4.2.3	94629 	75716 
202211	2.4.1.227	2642 124052 	4 141950 559 
202245	2.5.1.112	1042 4 7 	152791 10 
202375		4 6374 	4 6374 
202434	2.4.2.-	115 45896 	28288 191 
202464	3.5.1.103	222330 13 	53 267115 
202467	3.5.1.59	4 132859 13 	44899 21 217 
202476		31712 4 	31712 4 
202508	6.3.5.2	5765 70312 13 13358 	4 5767 10 13358 
202548	2.5.1.17	7 30599 	738 14996 
202566	2.4.1.301	9092 267224 	4 153337 559 
202583	6.3.2.13	20436 7 3404 	115 4 41292 45 
202584	1.1.1.-	267239 	4 21 267240 
202686	2.6.1.-	26708 170 	108363 620 
202701	4.2.3.1	71017 13 	8704 115 
202850	5.5.1.2	255014 	4 180617 
202864	2.6.1.84	563 170 	48375 620 
202871	1.4.3.4	109835 75 13 	43920 217 121 
202903	3.5.2.2	23724 13 	4 23725 
203010	2.1.1.-	0 267691 	4 5 267692 
203036	2.6.1.42	16892 382 	19 342 
203050	1.14.13.181	4 158436 233 75 	118450 13 286 
203054		267736 	267736 
203063	3.1.4.55	100600 13 	4 169950 
203064		7 7322 13 	115 7322 45 
203132	3.4.16.4	267809 	267810 1261 
203229	1.14.16.2	8466 12904 122 75 	8810 267915 
203389	4.1.2.-	122797 	416 55 
203447		7 13 47679 	115 45 47679 
203604	1.2.1.21	245 13 35069 	417 4 184 
203618		13 126 	268355 282 
203658	2.4.1.-	268401 76653 	17874 4 76652 
203707	5.5.1.-	203078 	97102 
203741	3.5.2.10	13 191052 	166976 
203744	1.14.11.-	268497 75 382 	21 72 87084 
203893	4.3.2.2	33849 	85 13358 
203894	5.3.1.12	268653 	34440 
203940	3.5.1.90	105537 13 	738 232357 
203974	5.1.3.21	736 	155 
204039	1.14.13.192	4 268803 233 75 	268804 13 286 
204124	6.1.1.3	5120 122797 	5121 10 
204157		268924 	24678 
204230	2.1.1.152	16436 63671 13 	4 53 16437 105198 
204349	5.5.1.1	128994 	4 152695 
204359	2.3.1.171	3570 185151 	185152 172 
204411		75665 245 172 	38019 21 184 
204423	2.3.1.-	96048 269232 	186966 172 
204618		4 9642 	4 9642 
204688	1.1.1.-	245 2909 	4 184 5214 
204833	2.5.1.31	216811 30 	141558 10 
204858	1.5.1.15	897 245 	184 19518 
204883	1.14.13.105	49346 4 233 75 	269718 13 286 
204917		823 1561 	170 
204934	1.14.13.2	4 233 75 1694 	1152 13 286 
205053	2.7.6.3	7056 7 	6771 4 9 
205209	5.5.1.5	250873 	4 128807 
205334		245 270219 	4 146791 184 
205386	3.1.1.-	37893 13 	849 44648 
205389	2.5.1.48	2049 33708 	72 86953 
205439		191589 15927 	191590 10 
205464	3.5.1.5	3005 13 	21 217 
205488	6.1.1.21	4 7 105455 	9 10 
205513	1.11.1.9	121 1770 	13 48333 
205531	5.4.99.9	31532 	16590 
205586	2.4.2.57	115 1446 	325 169950 
205631	1.14.13.-	4 270529 233 75 	174590 13 286 
205783	2.5.1.61	183214 13 	59796 120 
205787	1.1.1.372	1426 286 	22257 4 233 
205801		270706 	270707 
205826		59858 7 13 	59858 115 4 45 
205939	6.3.4.5	5765 22086 33848 	73381 10 13358 
205977		174045 	270891 
206010	2.3.1.-	87681 88669 	270927 172 
206046		3092 	3092 
206097	4.4.1.26	271020 	4 271021 172 
206123		4 20248 	4 20248 
206186	2.3.1.198	209 1709 	271111 172 
206310		271239 1015 	271240 
206313	2.7.7.62	738 4 5290 	10 10351 
206383		242406 233 75 	48088 13 286 
206388	1.3.1.84	249 286 	4 233 25391 
206441	2.2.1.-	15829 41178 	932 135355 
206496	2.7.1.36	5120 5401 	20441 271438 
206571	1.1.1.188	2386 271517 	2386 4 271518 
206613	1.2.1.12	115 932 245 	19602 4 1054 
206808	1.14.11.22	31419 75 382 	4 21 72 10104 13 
206833	1.2.1.39	67712 245 13 	51 4 184 
206915		12881 75 	271905 121 
206935	2.2.1.7	4 932 170 	21 97710 
206951	2.5.1.39	79373 1694 	271937 10 
206967	4.1.1.23	4 89396 	21 23135 
207045		272032 12701 	272033 13 
207104	2.7.9.2	7 170 13 	115 9 1561 
207113	[2.3.1.38, 2.3.1.86, 2.3.1.85]	186 	172 
207172	2.7.1.162	7 2685 	2641 4 94629 45 
207292	3.2.1.23	549 13 	271 527 
207305		272270 75 	272271 
207342	2.7.2.11	5765 72884 	4 272307 5769 
207454	3.6.3.-	7 272435 13 	115 4 272435 45 
207470	2.5.1.55	1561 23498 13 	115 166856 
207483		272467 13 	272468 
207736	2.5.1.3	118448 4 41799 	21 15257 10 
207745	2.1.1.254	0 165535 	165536 4 5 
207747	4.2.3.4	175733 	115 103525 
207764	5.2.1.2	116930 	116930 
207780	1.1.1.30	8309 43884 	71 1054 
207818	1.3.1.43	1586 245 	21 14599 1054 
207946	2.4.1.300	40449 67092 	4 139022 2174 
207988	2.1.1.201	0 272949 	272950 4 5 
208038	2.3.1.32	34742 1790 	115 272992 
208144		0 	0 
208159	2.1.1.42	0 	5 
208242	1.14.99.l	248658 75 	273202 13 
208267	2.5.1.31	30 79374 	4 273232 10 
208382	2.7.7.1	4 7 23497 	245 10 
208419	3.1.1.15	907 13 	273389 
208486	1.14.12.-	4 68631 184 75 	11169 245 
208489	2.7.4.12	7 32811 	4 78891 45 
208530		273496 	13 273497 
208532	2.1.1.-	0 272033 	4 5 273500 
208608	4.99.1.3	30598 273580 	4 168121 
208635		6962 	6962 
208636		30598 7 13 	115 30598 45 
208651	3.10.1.1	175367 13 	784 513 
208655	2.7.4.14	5120 273627 	273628 20441 
208777	3.6.3.8	273765 7 13 	273765 115 45 
208787		13 1517 	823 2365 
208850	2.5.1.-	1042 23047 	10 273838 
208897		245 273887 	273888 1054 
208898	4.1.1.72	4 2060 	21 33002 
208908		15888 212 	15888 212 
208910	2.7.4.6	2912 7 	4 45 255 
208927	3.1.3.5	2621 13 	43426 115 
208932	2.7.1.1	100 7 	4 460 45 
209055	2.3.1.-	4218 172 	849 8229 
209061	4.3.99.3	33759 	217 274074 
209078	3.2.1.52	13 717 	1801 300 1196 
209141	2.4.1.170	67240 602 	4 102015 559 
209162	4.1.1.70	4 90444 	21 668 
209218	3.1.3.12	274224 13 	115 274225 
209272		274272 	103260 
209283	1.3.8.-	2546 4 954 	2544 56105 
209299	5.4.2.8	3248 	2001 
209303	1.16.3.1	259 75 	18170 13 
209315	3.2.1.147	274311 13 	4 274312 271 
209328	2.4.1.90	823 525 	20258 4 559 
209332	2.4.1.17	139498 274329 	76515 274330 
209407	1.10.3.3	4 1656 75 	53782 13 
209440	4.3.99.-	4 33759 687 	217 274074 126 127 
209476	5.1.99.1	48980 	48980 
209507	5.3.1.16	101203 	74833 
209542	1.2.1.43	849 2386 	2386 21 
209546		1725 	1725 
209563	2.8.3.5	71 2047 	72 572 
209798	5.4.4.-	274827 	274828 
209806	2.8.3.6	70 257199 	150563 72 
209816	1.13.11.-	55445 75 	4 274845 
209835	1.5.1.37	2544 245 	2546 4 184 
209842	2.6.1.99	6020 170 	34117 620 
209913	2.3.1.219	96048 274940 13 	21 274941 172 
209936	3.1.2.-	274973 13 	4 178020 249 
209940	6.3.4.6	21 7 3005 13 	115 46677 45 
209952		274994 	4 9 
209961		4 184 75 275002 	245 204804 
210191	2.7.1.69	1388 	1390 
210333	1.14.11.-	75 87084 382 	4 21 72 275384 13 
210344	3.6.3.41	40003 7 13 	40003 115 4 45 
210425	3.7.1.3	41513 13 	7157 620 
210445	1.1.1.-	202758 245 	4 275505 184 
210490	1.13.11.-	272270 75 	275559 
210493	4.1.1.-	4 42331 	21 30694 
210553	2.7.1.40	7 170 	1561 45 
210773	4.1.1.29	4 5605 	165328 21 
210974	2.5.1.48	276067 25599 	25601 4 72 
211032		276134 	276135 
211154	4.2.1.47	4345 	33260 13 
211168	2.1.1.110	0 215997 	4 5 260918 
211193	2.1.1.196	4 276299 687 	21 2861 5709 
211200	2.6.1.66	170 6575 	337 620 
211215	6.1.1.15	7 14300 	9 10 
211234	1.3.1.-	4 233 66299 	276350 286 
211335	2.4.1.252	2274 276462 	4 276463 476 
211354	1.1.99.24	6033 382 	135 27177 
211355		4 31126 	4 31126 
211376	1.4.3.16	33848 75 	4 121 22223 
211401	4.2.3.30	276531 	276532 10 
211407	1.1.1.56	195415 245 	65330 4 184 
211450		70254 22447 	4 172 276584 
211461	1.16.8.1	4 4581 154 	4581 151 
211540	5.5.1.4	2001 	15069 
211559	6.3.5.11	24784 454 7 13 	115 4 342 30599 45 
211586		4 168618 184 75 	276724 245 
211592	2.7.1.179	7 276731 	4 61803 45 
211687	2.7.1.2	100 7 	4 460 45 
211947	1.2.3.3	115 4 170 75 	21 121 1790 
211950	3.6.1.5	40402 13 	115 4 32811 
211993	1.8.1.7	1770 286 	4 233 48333 
212017		1077 1561 	170 
212041	2.4.1.58	64855 31532 	4 133428 559 
212050	3.1.3.57	8178 13 	8179 115 
212195	2.5.1.-	3201 4 265938 	68025 10 
212364	1.3.2.-	48317 	4 203 
212377	1.14.13.-	233 34602 	4 172138 286 
212379	3.2.1.52	277533 13 	4 823 214365 
212393	5.3.3.-	277549 	139226 
212456	3.5.2.17	126114 13 	177456 4 
212465	3.5.2.-	277623 13 	4 88308 
212495	1.14.13.-	277654 4 233 75 	277655 13 286 
212507	4.2.1.35	220377 	87110 13 
212588	5.1.3.-	88003 	277750 
212602	2.1.1.46	57059 47443 	86195 4 42501 
212696	2.7.8.5	209 251146 	4 277864 221 
212700	2.5.1.1	1042 	97881 10 
212707		172 97950 	4810 186 
212774	4.2.1.-	75578 13 286 	5906 4 233 
212850	4.2.3.1	13 200157 	115 102171 
212857	5.4.99.49	84876 	278033 
212867	4.2.99.20	140493 	4 86469 170 
212954		94961 	94962 765 
212967	4.1.1.21	144666 	21 37821 
212977		0 278181 4 40 	278182 5 16346 
213030		25977 75 	4 278238 
213031	4.1.1.11	4736 4 	21 3868 
213064	1.4.3.2	41783 75 13 	4 48375 217 121 
213065		2230 233 75 	2960 4 1116 13 286 
213196		2135 7 13 	115 2135 45 
213205		4 3005 	4 3005 
213211	2.8.1.6	145438 	52992 4 
213259	4.1.3.3	1640 25529 	7490 170 
213276	6.2.1.3	7 175818 172 	30184 9 10 
213286	1.3.1.70	4 233 278511 	241098 286 
213329	1.14.13.-	4 233 75 278555 	278556 13 286 
213348	2.3.1.99	1303 70254 	278578 172 
213369	2.5.1.66	563 932 	278597 115 4 
213373	1.14.19.ag	4 75 278603 	278604 13 
213407		13 105294 	217 105295 
213427	2.4.1.-	4345 231706 	172896 476 
213481	3.5.4.10	13 8366 	8367 
213552	2.4.1.25	208 734 	6801 101 
213553	5.4.99.2	48980 	2047 
213557	4.2.1.69	3005 	278781 13 
213564	2.3.1.-	278788 3570 4 	278789 21 172 
213566	4.1.2.-	211 127295 	210469 
213575	3.5.1.28	13 95087 	39717 
213613		245 278834 75 172 13 	4 278835 184 121 186 
213618	3.6.1.-	42184 278842 	129985 13 13358 
213708	5.5.1.5	250873 	4 128807 
213735	2.3.1.183	3296 278969 	172 278970 
213779	2.3.1.-	279011 138874 	279012 271 
213791	1.14.13.182	4 184 75 103326 	163782 245 13 
213808		1521 4 1015 	181095 13 3166 
213818		4 279038 203 	279039 13 
213892	3.6.3.25	784 7 13 	784 115 4 45 
213899	1.8.3.-	114775 75 13 	279137 121 
213932	1.1.1.244	245 40 	4 1816 184 
213971		513 1561 	516 517 170 
214433		4 25 	4 25 
214678		279972 286 	279973 4 233 
214730	2.5.1.-	1042 280024 	10 280025 
214752	1.14.13.82	4 10837 184 75 	1152 245 1816 13 
214807	1.13.11.15	64608 75 	280096 4 
214837	1.3.1.-	4 233 280126 	3201 286 
214841		20547 	13358 
214894		20547 	5769 
214902	2.7.1.15	47392 7 	194963 4 45 
214950	2.6.1.100	280230 454 	65745 452 
214952	2.8.2.26	386 116174 	4 388 280232 
214956		7 13 207837 	115 45 207837 
214963	1.14.12.-	2386 75 172462 	1010 2386 886 
214984		4 34742 	4 34742 
215026	6.3.-.-	7 7626 1275 	4 9 10 280315 
215099	2.7.1.30	1426 7 	4 45 7391 
215193		280470 128206 	280471 172 
215226	1.2.1.46	245 1816 13 	849 4 1054 
215227	2.6.1.16	16020 454 	516 342 
215266	2.1.1.64	0 7773 	4 5 73564 
215289	3.5.1.97	32087 13 	231098 13006 
215322		24709 7 13 	115 24709 45 
215377	1.1.1.19	286 17599 	4 233 31211 
215437	4.1.1.17	4 212 	26708 21 
215447	2.4.1.126	10824 602 	4 280718 559 
215502		1379 7 	4 169950 45 
215506	1.14.13.89	39555 4 233 75 	13476 13 286 
215513	4.2.3.-	66 	280780 10 
215582	2.7.7.18	5120 67222 	145867 10 
215653	2.1.1.14	4 32458 169292 	32459 280907 
215656	1.3.3.-	45815 	33729 4 
215679		280933 13 286 	280934 4 233 
215859	1.2.1.43	849 286 	21 233 
215876	1.4.3.21	281159 75 13 	4 217 17801 121 
215896		4 116230 	21 121723 
215900	2.3.1.91	73602 263 	90646 271 
215963		1811 281240 	1811 281240 
215965	6.1.1.21	32897 4 7 	9 10 
216069	3.5.1.10	23644 13 	849 4 23647 
216147	2.1.1.108	0 281419 	4 5 281420 
216183	4.2.1.-	281451 	28330 13 
216204		178257 4 233 	125805 286 
216215	1.14.13.-	41745 4 184 75 	245 281486 13 
216232	5.4.99.16	155 	1388 
216267	2.8.2.27	386 116174 	4 388 281546 
216454	1.1.1.-	233 15578 	34440 286 
216527		25977 75 	4 107151 
216570	2.4.1.-	47930 525 	4 267713 559 
216575	2.6.1.58	122 170 	3255 620 
216581		218986 	315 
216631	3.2.1.68	53905 	237460 
216777	1.8.4.8	388 886 	115736 
216845	2.7.1.2	3092 7 	2001 4 45 
216851	6.4.1.3	3569 5765 19375 	115 4 48980 5769 
216894	2.6.1.1	33848 382 	342 696 
216905	2.6.1.42	16892 382 	19 342 
216947	6.1.1.9	5120 14339 	5121 10 
216977	3.6.1.29	156323 13 	4 9 45 
217069		282380 	4 282381 13 
217113		57058 13 	4 11190 195003 
217192	3.5.1.18	66358 13 	190080 72 
217303		241648 245 13 	4 184 87338 
217364		4 266 	4 266 
217469	1.17.1.7	282807 13 286 	5906 4 233 
217716	2.4.1.283	2642 187156 	9091 4 559 
217847	2.4.1.-	121569 225692 	4 225693 559 
217966	2.7.2.8	26051 7 	54658 4 45 
218038	2.7.1.16	227526 7 	69992 45 3663 
218089		135677 	24678 
218121	2.5.1.47	1194 5964 	53 20248 
218136	2.6.1.52	342 10429 	9868 382 
218156	2.3.1.-	242481 242480 	283516 271 
218190	2.5.1.74	4 273232 125099 	21 10 139112 
218264	3.1.3.11	3625 13 	115 16020 
218324	2.7.4.4	9 5290 	476 45 
218326	1.1.1.270	2386 4 129737 	2386 221259 
218385	2.1.1.-	0 67241 	4 5 283758 
218422	4.1.3.17	100112 	696 170 
218426		2516 	28557 
218435		1811 1261 	1811 1261 
218499	3.1.6.-	13 283881 	784 4 10734 
218609	2.3.1.117	68955 13 2047 	2050 152618 
218622	6.3.4.2	454 7 1804 13 	131 115 4 342 45 
218656	3.1.3.5	2621 13 	115 73831 
218905	3.5.1.4	84370 13 	217 1275 
218924	1.14.13.53	4 233 75 128575 	13 152748 286 
218973	2.5.1.56	7490 1561 13 	92979 115 
219016	1.2.1.31	245 182969 13 	4 8728 1054 
219022	2.3.1.195	262310 186 	284407 172 
219054	2.1.3.2	4736 8969 	115 4 12612 
219262	2.4.2.10	10 197215 	21635 331 
219312	1.2.1.-	245 170 172 	3296 21 1054 
219595	3.2.2.14	23497 13 	194963 16098 
219643	2.1.1.-	0 267691 	4 5 285058 
219661	3.5.1.29	4 891 13 	53 21 135 120 
219736		116229 4 13 	21 116230 217 
219884	1.1.1.100	4 233 	286 
219894	4.2.3.28	276531 	10 285323 
219960	2.4.1.17	285391 557 	4 285392 559 
219968	6.2.1.12	5120 2050 52005 68329 	5121 10 285402 
219989	1.1.1.9	245 4731 	4 227526 1054 
219991	2.1.1.114	285425 687 	4 285426 2861 
220053	4.2.3.1	177918 13 	115 726 
220092	2.8.2.1	386 81055 	388 285516 
220121	4.2.1.117	73673 	73674 13 
220160	2.1.1.-	0 62909 52783 	126 52783 62911 127 
220197	2.-.-.-	24002 108854 	3491 221 
220204	1.3.2.3	285626 	61814 
220272	6.2.1.3	631 7 172 	9 633 10 
220289	4.2.1.19	74834 	29600 13 
220291	3.4.11.2	2820 13 	2822 55 
220407	2.2.1.12	4 285841 170 	21 285842 
220456	2.8.3.1	752 186 	53 285899 
220485		285924 7 13 	285924 115 45 
220525	4.2.1.17	123150 	285969 13 
220567	2.4.2.1	115 39460 	32147 282 
220592	2.1.1.49	3868 687 	4 177893 2861 
220611	1.14.13.-	4 152757 233 75 	286065 13 286 
220629	2.3.1.35	342 74374 	26051 212 
220660	3.6.1.1	10 13 	115 4 
220685	3.1.1.81	286134 13 	286135 4 
220743	6.3.2.-	1157 286194 7 233 	286195 9 10 13 286 
220789	1.1.1.-	345 286 	4 233 15578 
220857	1.1.1.35	245 123150 	4 2597 184 
220858	4.3.2.2	93294 	74835 9883 
220900	1.14.13.-	4 129254 233 75 	63049 13 286 
220938	1.14.13.-	34601 233 13 	4 34602 286 
220970		137398 286 	213922 4 233 
221005	2.3.1.-	109158 	286456 1388 
221042	[2.8.3.20, 2.8.3.22]	73490 70 	241104 72 
221182		61131 	286638 
221276	4.1.2.-	286739 	286740 13 
221308	1.14.13.39	563 4 233 75 	2960 1116 13 286 
221317	2.4.1.227	2642 57221 	4 98312 559 
221331	2.7.7.87	3569 726 7 	7240 10 13 
221336	5.5.1.4	2001 273 	15069 
221360	2.3.1.-	242481 286830 	242482 271 
221416	1.3.1.-	286879 286 	4 233 
221429	2.6.1.5	286892 382 	72884 3255 
221452	1.5.1.20	20016 245 	897 4 1054 
221566	2.1.1.53	0 26708 	4 264592 5 
221610	2.6.1.19	287081 382 	72884 135 
221614	1.1.1.38	5924 8309 	21 170 1054 
221638	2.5.1.34	1042 6020 	10 27918 
221661		48768 4 233 75 	123281 13 286 
221719	5.1.3.-	203253 	287196 
221749	6.2.1.26	159984 7 172 	228577 9 10 
221820	1.14.13.-	4 233 76938 75 	287299 13 286 
221837	2.4.1.-	261683 602 	4 287314 559 
221875	1.2.1.-	245 8727 13 	4 8728 184 
221883	5.4.2.5	145 	2001 
221900	1.1.1.262	245 9868 	4 184 233982 
221903	1.1.1.77	4 184 623 	245 23051 
221930		1890 	1890 
222125	3.6.1.5	13 30159 	115 4 40965 
222156	3.6.3.21	342 7 13 	115 342 45 
222262	2.8.2.1	386 26474 	4 388 287745 
222280		176296 	287763 
222334	4.2.3.4	175733 	115 1306 
222341	5.5.1.16	66299 	287840 
222372	2.3.1.109	563 70 	4 172 79167 
222451		115 7 45 	115 7 45 
222453	2.6.1.5	201337 382 	3255 5767 
222508	1.1.1.95	2386 645 	2386 4 48507 
222559	1.17.99.-	13 49199 	2050 5779 4 
222584	1.14.19.m	4 75 288074 	131716 13 
222616		20880 1561 	3169 170 
222626	1.1.1.13	245 95535 	184 29049 
222638	2.4.2.1	115 12140 	1379 266 
222642	3.6.1.22	2386 13 	4 23497 13358 
222699	2.8.3.6	314 2047 	72 129883 
222701	3.6.1.11	288200 13 	115 288200 
