rxnid	ecnum	substrates	products
445963		489060 186 	489061 172 
446001		38454 7 13 	115 38454 45 
446030	6.3.2.23	7 3868 	115 4 45 
446032	1.1.1.153	74939 286 	4 233 24298 
446033	6.3.-.-	9650 342 7 	73489 4 9 10 
446118		3296 6033 	53 456271 
446165	1.1.1.103	245 726 	264581 184 
446167	5.1.3.11	483 	111445 
446292	2.3.1.-	23380 	1388 
446323	2.3.1.75	73392 10734 	172 6815 
446325	1.1.1.159	245 26151 	10257 4 1054 
446364	3.5.4.3	13 191 	217 266 
446365	2.1.1.273	0 3453 	264582 5 
446384	1.3.1.54	489383 286 	4 233 107992 
446391	4.2.1.52	1158 170 	5890 4 13 
446403		559 	559 
446468	3.2.1.20	101 13 	100 271 
446627	2.7.7.57	79347 4 15927 	155894 10 
446646		4 326 	4 326 
446685	2.7.7.9	145 4 1804 	602 10 
446804		6391 	489691 
446839	1.1.1.276	326 286 	135250 4 233 
446856	2.4.1.132	299989 2274 	4 389153 476 
446940	2.4.2.1	115 9037 	2176 1379 
446950	1.7.1.-	4 151621 233 	53876 13 286 
447027	6.3.-.-	338 7 1275 	4 9 10 97386 
447192	2.4.2.19	21 10 78749 	21635 67223 
447196	2.5.1.39	1694 79374 	5446 10 
447222	2.1.1.-	0 332925 	5 298970 
447248	6.2.1.9	5924 7 172 	115 4 116105 45 
447333	6.3.2.4	7 20041 	115 4 378686 45 
447364	1.1.1.26	417 245 	419 4 184 
447403	1.13.11.27	3255 75 	3202 21 
447411	1.14.13.-	4 150155 233 75 	145091 13 286 
447471	2.8.3.-	752 8229 	490223 19755 
447485	2.4.2.44	115 101999 	2176 198367 
447494	1.14.12.-	184 162552 75 	245 886 25977 
447514		7 27 13 	115 27 45 
447518	3.2.1.28	1388 13 	271 
447576	3.6.3.19	7 155 13 	115 4 155 45 
447585		13 21581 	230422 
447587	1.14.11.-	75 437931 382 	21 210533 72 13 
447589	6.3.1.10	738 7 10189 	738 115 45 
447593	2.8.3.1	290 186 	84593 53 
447652	1.14.13.136	4 233 75 31419 	31420 13 286 
447667	1.14.15.1	490398 75 	204959 13 
447693	6.3.5.4	5120 33848 70312 13 	5121 5767 10 158702 
447786	2.7.8.26	738 10350 83310 	9826 4 741 
447797	2.5.1.21	233 5951 	68 10 286 
448149	6.4.1.2	3296 3569 7 	5296 115 4 45 
448181	2.7.7.30	179158 4 5765 	13973 10 
448186	3.1.3.74	6433 13 	115 41081 
448246	3.5.2.7	13 21581 	746 
448298	1.14.13.-	75538 4 184 75 	134631 245 13 
448414	2.4.1.293	247302 602 	67728 4 559 
448441	3.7.1.-	162075 13 	53 2455 
448459	4.2.1.52	1158 170 	4 97239 13 
448473	6.3.5.5	3569 7 120 	115 4 8969 45 
448486	2.5.1.17	737 7 	738 14996 
448504		137620 75 	4 491073 
448511	4.2.3.117	18860 	10 234428 
448594	1.14.13.-	233 168267 75 	59570 13 286 
448679		491214 	228945 
448742	5.3.1.14	3236 1781 	7147 
448851	3.2.2.1	105058 13 	266 
448895		434295 10375 	9824 2481 
448977	1.1.1.38	245 693 	21 170 1054 
448989	1.5.1.43	418662 13 286 	26708 4 1158 233 
448996		4 22447 	4 22447 
449002	1.2.3.13	3255 75 	21 50491 
449048	2.5.1.27	1042 9 	280933 10 
449064	2.3.1.-	3570 4 400191 	21 172 491530 
449081		255256 	491543 4 183 
449109	1.14.13.-	491568 233 75 	6391 13 286 
449164	4.4.1.-	470228 13 	120 170 162281 
449205	5.5.1.24	215886 	3203 
449432		372088 	432386 
449594	6.4.1.4	5120 3569 31233 	115 20441 491965 
449598	5.3.1.9	273 	16020 
449647	3.1.3.3	55 13 	53138 115 
449721	5.4.99.-	198585 	198584 
449770	1.2.1.3	9683 245 13 	645 184 
449774		7616 29640 286 	4 233 63099 
449810	2.4.2.-	21635 492116 	492117 10 
449812	2.4.1.65	492118 7364 13973 	492119 4 476 
449821	4.4.1.1	25601 13 	4 217 4218 25599 
449859	1.1.3.37	75 45087 	107073 121 
449917	1.14.21.-	4 414511 233 75 	414512 13 286 
449978		30160 13 	115 4 40965 
449998		7 239772 	4 93876 45 
450007	4.2.1.105	31420 	57059 4 13 
450089	2.4.1.236	121569 201184 	103009 4 559 
450092	2.3.1.240	3570 4 49048 233 	21 492332 172 13 286 
450107	5.1.1.-	234464 	492342 
450159	2.4.99.14	3491 108854 	4 221 432776 
450198	1.2.1.84	4 492433 233 	492434 172 286 
450204	2.4.99.15	3491 108854 	492436 4 221 
450335		248347 	492538 
450367		372088 	492556 
450379	1.14.13.-	4 470754 233 75 	53850 13 286 
450383	1.1.1.36	1591 572 	77673 1594 
450469	1.14.13.-	36561 4 233 75 	66096 13 286 
450478	1.13.11.-	1152 75 	4 163678 
450560		56949 	155950 
450616		492758 75 	492759 21 13 
450706		177456 	154979 21 
450722	2.4.1.-	80751 451129 	345862 23782 
450752	1.14.13.174	4 233 75 183229 	433978 13 286 
450802		96048 	70254 
450876	1.14.13.-	266502 4 75 	13 410376 
451019		73287 	73287 
451079		215398 295193 	403989 8810 
451132	2.4.1.25	432 734 	208 736 101 
451189	4.1.2.27	113639 	152403 5334 
451196	1.14.19.-	4 45815 233 75 	33729 13 286 
451234	2.7.1.14	7 493260 	4 2634 45 
451251		357810 13 	4 444451 
451287	2.7.1.6	7 1007 	4 24140 45 
451307	2.3.1.-	4218 172 	849 8229 
451324	1.14.13.174	4 233 75 183229 	329346 13 286 
451333	1.14.13.1	13009 4 75 1054 	1010 21 245 13 
451393		7 13 38814 	115 45 38814 
451403	2.2.1.6	4 170 	2592 21 
451435		4 80909 	4 80909 
451446	4.2.1.134	493427 	493428 13 
451641	2.7.1.39	1157 7 	4 71017 45 
451651		1261 	1261 
451705	2.7.1.159	39538 7 	93877 4 45 
451859		279972 4 20248 233 75 	456330 13 286 
451912		71652 55 	73601 13 
451995	2.8.3.-	493847 26151 	26153 493848 
452042	6.2.1.3	7 601 172 	9 10 8381 
452149	2.7.1.91	94621 45 	7 72047 
452159	3.1.1.6	438010 13 	4 53 134927 
452189	2.6.1.27	6020 382 	34117 342 
452242	5.4.99.2	260121 	2047 
452264	3.6.3.36	6708 7 13 	115 6708 45 
452344	5.3.3.18	63049 	75578 
452381		403510 	494116 4 183 
452395	1.3.1.1	52193 245 	4 5512 1054 
452481	1.1.1.1	4 70824 1054 	245 83132 
452495		5296 403 4 13 	21 172 11645 
452515	3.2.2.7	39460 13 	282 
452520	1.7.3.3	75 267 13 	126114 121 
452524		8727 286 	4 233 
452545	2.1.1.6	0 8810 	2689 4 5 
452568	1.1.1.-	165072 245 	4 184 494252 
452598	6.3.4.1	63718 7 217 	9826 4 9 10 
452642		264234 	494306 
452735	5.1.3.3	100 	271 
452791	2.4.1.25	100 	6801 
452893	2.3.1.4	3296 197872 	2050 75716 
453031	2.6.1.-	342 5214 	382 5215 
453071	2.4.1.-	162075 602 	4 5320 559 
453156	5.3.1.17	494744 	62195 
453315	1.14.13.cq	4 233 75 63517 	128204 13 286 
453392	1.13.11.66	2516 75 	4 158856 
453445	1.14.13.109	494981 4 233 75 	85972 13 286 
453462	4.3.3.6	932 15829 454 6474 	6433 115 4 342 13 
453527	2.7.6.3	7058 7 	16420 4 9 
453588	6.2.1.3	75923 7 172 	9 10 128204 
453614	1.3.1.-	495117 286 	4 110567 233 
453690	1.1.1.63	8308 245 	4 8310 1054 
453799	2.7.7.13	4 5290 1803 	42625 10 
453861		67104 693 	172 495305 
453888	1.1.1.296	245 495321 	4 184 424651 
453962	2.9.1.-	103702 	10 13 
453986	1.1.1.35	245 383195 	4 129883 1054 
454136	1.14.13.30	4 233 256584 75 	495531 13 286 
454227	1.14.16.4	6020 74939 75 	22446 20878 
454243	2.5.1.32	105106 	251765 
454244	2.4.2.-	28288 117005 	115 154913 
454386	1.3.1.2	1594 23724 	325 1591 
454393	4.3.1.17	5963 	4 217 170 
454483		271491 	4 229813 
454487	2.4.1.8	736 115 101 	27006 271 
454513		259 75 	31656 18170 
454554	1.2.4.1	170 	21 
454557	5.3.1.6	15829 	1798 
454568	5.1.3.6	557 	97979 
454572	2.3.1.-	350278 	495872 1388 
454580	6.3.5.5	3569 72883 5765 13 	115 4 72884 5769 8969 
454674	2.4.2.-	74833 72883 	74835 74834 4 72884 
454726	6.3.5.2	63718 2534 7 13 	9826 342 9 10 
454855		6663 13 	42140 734 
454945	3.1.3.-	67781 13 	115 125227 
454959	1.1.1.302	140940 286 	4 233 103373 
454986	1.4.3.16	4736 75 13 	696 121 217 
455064	2.1.1.163	0 496248 	4 5 2905 
455226		305649 233 	7953 286 
455346	1.14.13.-	4 233 75 156380 	13 286 156381 
455368		5296 403 13 	21 496493 172 
455396	2.3.1.117	5889 70 13 	152618 172 
455435	2.7.2.1	53 7 	45 1790 
455474	3.6.1.66	80916 13 	4 113125 10 
455477	1.16.1.-	1054 21070 	4 245 106251 
455504	2.3.1.12	3296 187504 	172 211311 
455554	2.5.1.6	7 1256 13 	115 16436 10 
455559	2.4.1.-	315447 202968 	496646 17874 4 
455586	2.4.1.-	461207 602 	4 496666 559 
455659	1.14.13.-	4 496722 233 75 	491568 13 286 
455702	1.2.1.3	43920 245 13 	43921 4 1054 
455817	1.14.11.-	439584 75 382 	21 72 13 50879 
455842	4.2.1.109	44746 	24498 13 
455852	2.5.1.27	1042 9 	10 496891 
455909	2.1.1.45	897 40965 	29462 21565 
455927	1.8.1.7	1015 286 	4 233 3166 
455947	3.2.2.3	28827 13 	325 3462 
455994	4.1.3.36	228577 4 	13 421337 
456067	3.5.1.-	497078 13 	82992 342 
456112	1.17.1.-	369110 13 286 	4 233 497114 
456164	4.1.2.45	360759 13 	5576 170 
456227		30896 295786 	756 4 497192 
456254	2.3.1.-	2464 3570 4 	21 32155 172 
456286	1.14.13.-	4 324077 233 75 	368414 13 286 
456339		15888 26708 212 	15888 26708 212 
456367		179026 	13 497290 
456382	4.1.1.53	338 4 	21 123643 
456484	2.4.1.-	147482 602 	4 396528 559 
456492		7 13 81150 	115 45 81150 
456717	2.5.1.-	1561 347375 13 	115 70858 
456749	5.1.3.9	75716 	75716 
456785	1.2.1.-	4 233 497612 	497613 13 286 
456791	6.3.4.16	21 7 120 13 	115 4 8969 45 
456814	4.1.1.28	22882 4 	21 22447 
456871	4.2.3.53	66 	287420 10 
456884	2.3.1.1	3296 342 	26051 4 172 
456893	3.5.99.6	75717 13 	4 149354 217 
457056	1.14.14.-	2544 37255 75 	2546 122530 4 765 13 
457065	5.4.2.10	5892 	197872 
457115		4 11190 	4 11190 
457122		58713 	4 72 84584 
457289	1.3.99.12	1025 4 1173 	137172 1175 
457362		1851 	1851 
457475	1.13.11.71	3652 75 	197959 88280 
457595	3.1.3.-	1834 13 	78193 115 142773 
457596	5.3.1.8	3194 	16020 
457606		237993 13 	170 439513 
457625	1.1.1.-	498271 286 	4 233 59146 
457712	6.1.1.18	4 454 7 	9 10 
457731	6.3.3.-	401 6020 7 	115 4 45 
457886	6.3.1.5	7 145867 217 	245 9 10 
457898	4.2.3.107	18860 	234356 10 
457954		563 4 	563 4 
458039	2.4.1.-	450661 82894 	299239 559 
458160	4.1.1.28	46724 	19378 21 
458175	2.4.1.240	429302 602 	498693 4 559 
458189	2.7.1.148	7 498703 	4 498704 45 
458270		34742 6872 	34742 6872 
458284		13904 548 549 	13904 548 549 
458357	4.4.1.15	33708 13 	120 170 1194 
458386	3.1.4.44	498868 13 	16160 209 4 
458393	2.7.1.159	39538 7 	39537 4 45 
458429	3.1.3.21	13 7391 	1426 115 
458466	4.1.2.13	352383 	211 932 
458567	4.4.1.22	163 	1816 1770 
458568	2.4.1.-	226951 499019 	2912 476421 4 
458718	3.5.1.12	455388 13 	52992 120 
458729	2.4.1.-	27007 	5764 206170 
458764	2.4.1.17	357056 557 	4 499197 559 
458843	6.1.1.3	5765 122797 	10 13358 
458877	4.2.1.17	369729 	205992 13 
458930	2.1.1.-	0 79346 	4 5 254301 
459104	1.14.13.70	123281 233 75 	849 211496 13 286 
459127		53 38859 	4 1275 
459219	3.1.4.46	263326 13 	209 1426 4 
459228	3.2.1.20	6801 13 	736 100 155 
459229	3.6.1.43	499600 13 	17874 115 4 
459259		233065 66299 	932 499632 10 
459282	1.14.11.31	458915 75 382 	21 499649 1816 72 
459309	4.2.3.46	66 	435473 10 
459310		4 	4 
459327	[2.3.1.86, 2.3.1.85, 2.3.1.41]	4 	21 
459342		31712 	129457 13 
459515	2.7.8.26	40473 10351 	10352 9826 4 741 
459558		212 	212 
459672	2.4.2.52	20996 4 7 	206695 282 
459680	6.1.1.14	5765 55 	10 13358 
459686	2.1.1.151	168121 687 	499940 4 2861 
459705	4.4.1.11	127 	4 4217 84584 
459710		499964 13 	434816 
459725	5.5.1.m	499974 	98850 4 
459844		1811 6708 	1811 6708 
459964	3.1.1.14	7321 13 	4 5902 136636 
460018	1.1.1.1	245 376211 	4 184 152413 
460109	3.6.1.5	13 255 	115 4 29462 
460133	1.1.3.-	14435 75 	121 382 
460163	3.5.3.1	41202 13 	96955 3005 
460228	1.1.1.7	245 178767 	4 53831 1054 
460236	3.1.1.1	141571 13 	89216 92928 4 40 
460288	3.6.3.19	7 155 13 	115 155 45 
460333	4.1.2.5	8704 122797 	416 55 
460457	3.2.1.1	13 	736 3092 101 
460490	1.3.1.97	378431 10 286 	6625 4 233 
460580	3.7.1.8	362293 13 	21265 4 3453 
460639	2.6.1.49	8810 382 	342 18188 
460684	2.5.1.72	211 500704 	115 67223 13 
460817	2.8.2.1	386 22447 	4 388 358275 
460862	2.4.1.-	147482 602 	4 500826 559 
460903		15889 	403 13 
460924	3.6.3.10	4 7 148858 13 	115 4 148858 45 
460925		416 	23048 
460970	4.2.1.3	129457 13 	5587 
461018	2.7.7.-	37428 1804 	64400 6049 10 
461124	2.4.2.8	9826 10 	21635 191 
461137	3.2.1.52	13 214364 	129536 823 
461138	2.8.3.18	53 70 	72 186 
461223	1.2.1.28	245 6748 13 	4 71652 184 
461306	2.5.1.32	367700 	78835 10 
461312		4774 	4774 
461407	3.6.1.17	85607 13 	9826 4 5290 
461417	3.5.4.12	13 273627 	217 57962 
461418		30112 4 13 	501251 
461463	3.2.2.2	9037 13 	2176 3462 
461518		203600 75 13 	1556 120 121 
461529		2597 172 	186 42395 
461598	1.17.3.-	75 501402 	121 71306 
461645	1.1.1.30	6353 245 	4 71 1054 
461693	2.3.1.37	4 55 2047 	74261 21 172 
461708		4 233 186171 	261238 286 
461731	2.7.7.2	4 7 154 	2533 10 
461794	2.4.1.-	331961 80751 	23782 215036 
461869	1.3.1.21	233 304027 	16995 286 
461912	1.14.13.10	340182 4 184 75 	245 144376 13 
462152		22834 263 	22834 263 
462256	2.4.1.254	59762 557 	184150 4 559 
462446	3.5.4.4	59569 4 13 	59569 120 
462451	2.5.1.74	4 125099 79374 	320 21 10 
462458		1063 1561 	170 
462465	6.1.1.7	4 7 620 	9 10 
462489	1.14.13.-	233 75 29487 	13 502106 286 
462567	2.1.1.110	0 12504 	4 5 28844 
462658	2.7.1.71	1890 7 	4 122122 45 
462669	3.1.3.45	166856 13 	115 164996 
462696	1.1.1.205	2386 13 13358 	2386 4 13358 
462791	2.4.1.-	299239 398623 	2912 4 187773 
462804	3.5.99.6	516 13 	16020 120 
462850	4.2.1.17	383195 	87363 13 
462878	2.7.1.50	7 1996 	60688 4 45 
463014	1.2.1.41	15889 115 1594 	29344 4 1591 
463060	1.14.11.-	259416 75 382 	502580 21 72 
463115	1.14.13.183	253042 4 233 75 	178790 13 286 
463116	1.5.1.6	13 286 543 	4 21 2728 233 
463186		4 233 75 185500 	393174 13 286 
463259	2.3.3.14	3296 13 382 	4 195076 172 
463300	2.5.1.-	1042 427018 	10 105852 
463372	2.3.1.-	77673 371832 	2050 371832 
463396	3.6.1.54	17157 13 	145793 4 1446 
463420	4.2.3.45	13 254365 	10 502856 
463485	1.1.1.245	245 53679 	53680 4 184 
463492	1.14.11.-	259416 75 382 	21 72 502907 
463515	6.4.1.-	393430 168035 7 	115 4 45 502921 
463538	2.3.1.-	502934 3570 4 	502935 21 172 
463666	4.2.1.70	325 23498 	379012 13 
463737		7 120 1804 	115 131 4 45 
463748	3.6.1.53	13 43326 	4 15829 9 
463785	2.7.4.23	7 132606 	21635 45 
463802	2.1.2.11	337 2149 13 	67252 16792 
463836	1.1.1.355	111899 286 	4 233 148443 
464003		503274 	503275 
464079	2.7.8.12	14807 455265 	455265 221 
464294		322098 8810 	4 13 72318 
464306	5.3.99.-	140085 	59329 
464316	2.1.1.-	42310 225325 	42311 225326 
464347		445788 	4 50413 765 
464562	1.1.1.-	93393 245 	4 184 186120 
464608		280315 	70536 
464783		2176 191 	2176 191 
464788		417 4 	417 4 
464813	1.14.11.32	458915 75 382 	21 72 1816 503896 
464840	2.1.1.261	0 27918 	4 5 27919 
464871	4.2.2.6	36209 	84993 
465021	1.1.1.1	245 263 	640 4 1054 
465161	1.10.3.-	26474 75 	326451 13 
465162	4.3.3.7	1158 170 	4 13 364474 
465168	3.3.2.-	10309 13 	373754 
465251		7 13 3005 	115 45 3005 
465299	1.1.1.4	245 146964 	23048 184 
465386	3.1.3.5	113125 13 	115 12140 
465498	1.13.11.-	75 129724 	21 504434 
465753		4 118196 184 75 	118465 245 13 
465760	6.2.1.7	26151 7 172 	240198 9 10 
465817		4 85 	4 85 
465841		4 1256 	4 1256 
465889	2.6.1.36	5444 382 	57747 4 342 
465907	1.14.13.59	8 233 75 	13 286 202221 
465911	1.2.1.19	228295 245 13 	9642 1054 
465930	2.4.1.1	115 6663 	3248 42140 
466082	1.16.1.9	259 286 17215 	4 233 364 
466102	3.7.1.3	44205 13 	5032 620 
466123	1.14.11.-	75 188876 382 	4 21 72 13 504938 
466169	6.3.2.-	338 326 7 	115 4 45 
466172		504987 13 	4 504988 427257 
466211	2.3.1.199	3570 4 63517 	21 172 228382 
466230	2.4.1.-	1851 525 	505029 4 559 
466236	1.8.3.1	886 75 13 	784 121 
466336		8704 	8704 
466367	1.5.1.34	4 184 74940 	245 74939 
466391	2.7.8.-	96370 106430 	1446 505151 
466486	2.3.1.-	175918 185151 	505228 271 
466492	4.1.2.5	726 122797 	416 55 
466555	4.1.1.15	4 342 	21 9642 
466565	1.1.1.267	191589 286 	4 233 228026 
466620		85 	85 
466623	1.1.1.23	21605 245 	202109 1054 
466704	1.3.99.12	1025 90443 	137172 1175 
466737	2.7.1.6	7 1007 	24140 45 
466763	3.5.1.10	117028 13 	849 117027 
466813		115 4 	115 4 
466919	6.3.1.12	169266 4736 7 	115 4 45 505545 
466928	1.1.1.42	5587 1594 	21 1591 382 
466944	3.7.1.-	13 68014 	4 68015 
466954	5.1.3.-	505571 	505572 
466983	1.1.1.-	129393 286 	4 479617 233 
467022	2.7.1.59	7 823 	4 2365 45 
467033	2.4.99.12	211726 53790 	24002 4 221 
467095		7 239466 	108530 4 45 
467103		18860 	10 17950 
467150	2.5.1.-	1042 505740 	10 391609 
467164	1.2.1.3	245 29752 13 	45297 4 1054 
467238	2.7.8.25	20996 4 7 	505815 282 
467256		84206 	153512 
467405	3.4.13.-	69141 13 	176 11774 
467601	2.7.7.60	131 4 58219 	74528 10 
467676	2.7.9.3	15665 7 13 	2224 115 4 9 
467706	4.2.1.-	364474 	5890 13 
467737	1.13.11.12	672 75 	173161 
467763	1.14.13.-	4 124788 184 75 	277623 245 13 
467793	[1.1.1.372, 1.1.1.72]	1426 286 	9683 4 233 
467794	1.2.1.71	1728 245 13 	1729 4 1054 
467832	2.1.1.114	0 12583 	4 5 383663 
468177	2.1.1.132	489383 687 	188707 4 21 2861 
468317	2.4.1.17	20128 557 	506706 559 
468325	2.7.2.2	21 7 217 	4 8969 45 
468373	4.4.1.15	33708 13 	4 217 1194 170 
468468		7 120 13 	115 120 45 
468484	1.1.1.287	11994 286 	65330 4 233 
468524	3.2.1.-	506848 13 	211057 4 271 
468579	6.1.1.5	156657 7 	9 10 
468581		2049 1194 	24708 4 72 
468611		6433 20041 	170 6431 
468662	2.3.1.53	338 186 	61204 4 172 
468768	2.7.4.6	7 476 	4 5290 45 
468921		507172 4 233 	507173 286 
468944	3.6.1.40	30345 13 	115 90813 
469021	2.7.1.69	513 	516 517 
469031	2.6.1.-	342 5214 	382 5215 
469107	2.5.1.30	30 458232 	10 297002 
469163	3.5.1.19	16098 13 	4 217 28045 
469164	2.7.1.73	7 9037 	4 45 8366 
469171	2.4.1.236	121569 441180 	4 507375 559 
469241	2.4.2.12	5120 43426 	23497 20441 
469328	1.14.13.143	4 507505 233 75 	481221 13 286 
469422	2.4.1.-	415142 142087 	4 16805 507585 
469439	1.14.11.2	75 14300 382 	21 72 81147 
469584	1.5.99.-	2546 4 39997 13 	109963 282 41643 
469642	4.4.1.-	507758 	4 4518 503275 
469755	1.1.1.262	245 10430 	4 37785 1054 
469837	1.2.1.27	21124 245 172 13 	3569 4 184 249 
469866		19 4 184 	386582 245 
469897		102817 13 	4 886 170 
469944	2.3.1.65	6708 486624 	4 507981 172 
469954	5.3.99.8	117940 	150303 
469974	5.3.3.8	666 	66368 
470048	2.4.1.186	31532 	76515 
470144		31532 	31532 
470163		1811 281240 	1811 281240 
470241	2.6.1.17	185483 382 	342 152618 
470293		75 48317 	508258 121 
470356	2.7.1.-	7 47193 	151585 4 45 
470377	2.4.1.117	17874 602 	76653 559 
470739	3.6.1.19	52993 13 	4 10 8366 
470791	4.1.99.18	5290 	44551 10 
470831	2.3.1.65	105908 55 	204001 4 172 
470883	1.2.1.12	115 932 8309 	19602 1054 
470889	1.13.11.-	39 75 	4 13 50413 
470952	6.1.1.19	4 7 54025 	9 10 
470969	2.7.8.12	14807 162155 	162155 221 
471079	1.1.3.-	388972 75 	121 508830 
471130		53782 	4 1656 1657 
471133		4 243837 	387233 
471173	4.2.1.17	123150 	96048 13 
471340		37746 13 	4 509023 1816 
471435	1.2.1.63	164768 13 286 	39970 4 233 
471456		240920 13 	4 240921 
471516	3.1.3.-	483975 13 	115 509180 
471594	3.5.4.25	5290 13 	849 4 10 103373 
471635	2.7.4.7	36065 7 	41799 45 
471643	4.99.1.3	30598 273580 	4 509278 
471649	1.1.1.79	45297 1594 	1591 647 
471760		105368 75 	4 29076 
471776	1.14.13.70	4 1591 75 48767 	849 1594 211496 13 
471789	2.4.2.11	67222 10 	52016 4 28045 
471837		0 4 107991 	5 21 5708 
471856	3.5.1.2	2534 13 	4 342 217 
471877	4.1.1.7	1454 	21 2455 
471927		509521 13 	4 509522 
472002	5.3.1.1	932 	211 
472007		7 13 90590 	115 45 90590 
472105	1.1.99.2	4 1054 382 	245 34859 
472207	1.13.11.53	221369 75 	849 176150 4 522 
472249	2.7.8.26	86988 10351 	9826 4 741 
472369	3.5.1.49	848 13 	849 4 217 
472435	2.7.6.1	194963 7 	21635 9 
472495	1.14.3.-	36561 75 	66096 13 
472521	[4.1.1.3, 1.1.1.38]	4 696 	21 170 
472615	1.3.1.27	5334 286 	196352 4 233 
472636		2689 4 382 	342 83036 
472685		4 65796 	83675 13 
472755	2.7.1.4	5765 1832 	4 149354 5769 
472791	2.7.1.-	67781 7 	56081 45 
472851	6.1.1.1	14599 7 	9 10 
472860	1.1.5.3	13809 27671 	211 76 
472863	4.2.3.1	71017 13 	8704 115 
472868		510235 	105595 
472895	3.5.1.1	13 4735 	4736 217 
472905	2.8.1.12	107092 13 	44552 
472972	2.4.1.-	198879 557 	4 5365 559 
473003	6.1.1.-	5120 33848 	5121 10 
473039	1.1.1.-	510358 245 	21 184 31850 
473106	1.1.2.4	17126 	170 
473112	2.7.2.1	5765 53 	4 5769 1790 
473140	4.2.3.47	66 	237062 10 
473298		693 	693 
473327		0 42331 	395858 5 
473360	3.1.1.24	37474 13 	4 314 
473479		4 42152 	6892 13 
473494	2.4.1.17	101993 557 	510691 4 559 
473498	2.7.1.16	7 29049 	4 171956 45 
473516		386 417102 	249393 4 388 
473611	5.3.1.9	2001 	16020 
473645	2.4.2.1	105058 115 	130162 266 
473707	2.7.1.167	24194 7 89721 	4 45 263322 
473726	2.5.1.6	5120 139376 13 	115 42310 10 
473746	1.14.13.-	269095 4 233 75 	388663 21 13 286 
473799	2.7.1.45	17600 7 	112074 45 
473825		8289 136513 	3296 20041 
473982	1.1.1.23	245 21605 	4 184 511050 
474105	1.7.1.3	27 13 286 	4 233 25 
474111	5.4.99.-	198585 	198584 
474125	6.3.2.9	5120 179 100023 	115 4 20436 20441 
474266	2.3.1.5	122498 186 	122499 4 172 
474341		125169 	511325 
474343	3.1.1.17	13 23998 	4 17599 
474559	3.6.3.31	7 25705 13 	115 4 25705 45 
474652		161962 13 	20071 
474700	3.2.2.-	9036 13 	42469 
474755		4 58823 	4 58823 
474763		489383 687 	4 21 5708 2861 
474827	2.7.4.16	5765 15257 	5769 1069 
474868		24789 7 13 	115 4 24789 45 
474996	6.3.3.2	7 14351 	115 45 19518 
475030	1.1.1.353	511866 286 	4 96983 233 
475038	4.1.2.26	511873 	55 1055 
475154	2.3.2.2	455875 1770 	511972 176936 
475198		245 512015 	4 86980 184 
475281	1.14.13.-	4 271937 75 	285425 13 
475333		7 155 13 	115 155 45 
475496	2.3.1.9	8228 172 	3296 8229 
475585	3.5.1.18	111846 13 	66359 72 
475586		4547 7 13 	115 4547 45 
475737	2.4.2.4	115 28287 	28288 5512 69033 
475776	1.1.1.81	645 286 	4 647 233 
475795	1.1.1.153	74940 286 	4 233 512461 
475824	4.2.1.132	469324 13 	1466 
475891	2.1.1.-	0 365399 	4 5 512552 
475904		25 	25 
475921		233 75 26732 	4 765 364843 286 
475965	1.14.13.1	258939 75 1054 	55748 21 245 13 
475983	2.7.8.13	16259 10988 	250261 1446 
476019	4.2.1.123	52782 	68 13 
476198	2.4.2.-	28288 69033 282 	115 105294 
476200	3.1.1.31	13 77164 	3662 
476231	1.2.1.31	57747 245 13 	4 8728 1054 
476337		121 183467 	512897 13 
476378		13 19518 	4 14351 
476486	2.6.1.42	185618 382 	337 72884 
476512	5.3.3.2	30 	1042 
476519	3.1.2.2	13 374586 	4 23300 172 
476532	3.5.1.31	513025 13 	849 1256 
476571	1.13.99.1	16160 75 	4 13 
476679	6.3.1.5	7 217 145867 	245 9 10 
476735	3.2.1.-	391254 13 	73764 271 
476747	2.7.1.69	38913 	66174 
476752	3.2.1.-	23713 13 	59762 271 
476765	2.5.1.72	211 22223 	115 67223 13 
477071	2.6.1.11	74374 382 	122962 342 
477079	6.3.2.3	43026 7 55 	115 4 1015 45 
477098		75 513449 	4 504987 
477119		245 7 	4 184 513468 
477166	2.3.1.159	3570 513500 	435029 21 172 
477190	2.4.2.7	66276 10 	21635 513517 
477217	2.4.99.1	513535 513534 	162720 513536 
477246		513558 	513558 
477351	2.6.1.-	47442 382 	72884 453 
477576	1.14.13.-	4 233 75 513816 	479083 13 286 
477589	2.4.1.-	91320 206170 	16160 349407 
477691	2.4.1.330	88699 602 	4 88700 559 
477693		67104 25705 	4 445341 172 
477797	2.3.1.4	3296 517 	136513 4 2365 
477824	3.2.1.20	6801 13 	736 101 734 
477843	3.2.1.M1	514018 13 	202113 262953 
477864	2.3.1.79	101 186 	172 245868 
477887	4.3.3.3	42821 26474 	433870 13 
477894	2.3.1.-	67104 133461 	42857 172 
477911	1.11.1.7	111383 121 	514050 13 
477943	1.14.11.-	226376 75 382 	4 21 72 13 464680 
477974	3.1.3.4	514098 13 	115 128205 
477986	2.4.2.-	343668 115 	31162 282 
478085	1.1.1.309	245 58203 	4 184 53999 
478142	4.2.1.-	407772 	13 438504 
478159	[2.7.1.145, 2.7.1.76, 2.7.1.74]	7 23704 	4 52841 45 
478275	2.5.1.17	737 7 	105537 14996 
478294		43426 	43426 
478430	1.1.1.266	12900 286 	4 233 5214 
